Title	Link	Description	Data	Methods
Language technology for digital humanities: introduction to the special issue	https://link.springer.com/article/10.1007/s10579-019-09482-4	This is the manuscript complementing the Language Technology for Digital Humanities COLING 2016 workshop.		 
